PRODUTOS;;;;;;;
ID;PRODUTO;IMAGEM 1;IMAGEM 2;IMAGEM 3;IMAGEM 4;IMAGEM 5;IMAGEM 6
511003;União Interna 2" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_2_plastilit_511003_1_366f5653b2090f1e7ada6fcca94b9828_20240123154320.jpg;;;;;
510993;União Interna 3/4" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_3_4_plastilit_510993_1_366f5653b2090f1e7ada6fcca94b9828_20240123154318.jpg;;;;;
504057;União Interna Polietileno 1 1/2" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_polietileno_1_1_2_amanco_504057_1_f372a7b3b12c9d586167f512b07ac859_20240123153028.jpg;;;;;
504053;União Interna Polietileno 1" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_polietileno_1_amanco_504053_1_f372a7b3b12c9d586167f512b07ac859_20240123153028.jpg;;;;;
504049;União Interna Polietileno 1/2" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_polietileno_1_2_amanco_504049_1_f372a7b3b12c9d586167f512b07ac859_20240123153028.jpg;;;;;
504059;União Interna Polietileno 2" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_polietileno_2_amanco_504059_1_f372a7b3b12c9d586167f512b07ac859_20240123153028.jpg;;;;;
504051;União Interna Polietileno 3/4" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_polietileno_3_4_amanco_504051_1_f372a7b3b12c9d586167f512b07ac859_20240123153027.jpg;;;;;
502607;União Para Mangueiras Dy 8016;https://images.tcdn.com.br/img/img_prod/1265869/uniao_para_mangueiras_dy_8016_502607_1_86f35e12cf955a0afb606d5c1b7890e6_20240123152518.png;;;;;
512161;Uniao Red Int 1x3/4 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_red_int_1x3_4_lj_cb_amanco_512161_1_29faf20c21ab4868b304f8fe76bfe6bc_20240123153658.png;;;;;
512165;Uniao Red Int 3/4x1/2 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_red_int_3_4x1_2_lj_cb_amanco_512165_1_29faf20c21ab4868b304f8fe76bfe6bc_20240123153658.png;;;;;
510955;União Redução 1" x 3/4" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_reducao_1_x_3_4_plastilit_510955_1_8a95609179913419e1fb5dbea6d003de_20240123154317.jpg;;;;;
510959;União Redução 2" x 1 1/2" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/copia_uniao_reducao_2_x_1_1_2_plastilit_510959_1_8a95609179913419e1fb5dbea6d003de_20240123154317.jpg;;;;;
510953;União Redução 3/4" x 1/2" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_reducao_3_4_x_1_2_plastilit_510953_1_8a95609179913419e1fb5dbea6d003de_20240123154317.jpg;;;;;
513475;União Soldável 25mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_25mm_fortlev_513475_1_ec2ddcd0c78cd7dbebb82869a96bdacc.jpg;;;;;
513477;União Soldável 32mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_32mm_fortlev_513477_1_ec2ddcd0c78cd7dbebb82869a96bdacc.jpg;;;;;
513479;União Soldável 40mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_40mm_fortlev_513479_1_ec2ddcd0c78cd7dbebb82869a96bdacc.jpg;;;;;
513481;União Soldável 50mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_50mm_fortlev_513481_1_ec2ddcd0c78cd7dbebb82869a96bdacc.jpg;;;;;
513483;União Soldável 60mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_60mm_fortlev_513483_1_ec2ddcd0c78cd7dbebb82869a96bdacc.jpg;;;;;
512873;União Soldável Bitola (Mm) 25 - Krona;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_bitola_mm_20_krona_512873_1_92c62a337f60fdbafdc61355e8712481_20240123154348.jpg;;;;;
512877;União Soldável Bitola (Mm) 32 - Krona;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_bitola_mm_32_krona_512877_1_92c62a337f60fdbafdc61355e8712481_20240123154348.jpg;;;;;
512879;União Soldável Bitola (Mm) 40 - Krona;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_bitola_mm_40_krona_512879_1_92c62a337f60fdbafdc61355e8712481_20240123154348.jpg;;;;;
512881;União Soldável Bitola (Mm) 50 - Krona;https://images.tcdn.com.br/img/img_prod/1265869/uniao_soldavel_bitola_mm_50_krona_512881_1_92c62a337f60fdbafdc61355e8712481_20240123154352.jpg;;;;;
507709;Utensílio Doméstico Aço Inox - Tramontina;https://images.tcdn.com.br/img/img_prod/1265869/utensilio_domestico_aco_inox_tramontina_507709_1_78c32882acac05b7e98dfe93244879a1_20240123153541.jpg;;;;;
